iso3,fa,hazard_name
GRC,2.0847286900000002e-05,tsunami
GTM,1.9887695000000002e-06,tsunami
HND,4.532600166666667e-07,tsunami
HRV,2.396886702e-08,tsunami
HTI,3.726272125e-05,tsunami
IDN,8.289035491666665e-05,tsunami
IND,6.171341366666667e-06,tsunami
IRL,1.3250686666666668e-07,tsunami
IRN,2.0207016666666668e-07,tsunami
ISR,7.4077795333333335e-06,tsunami
ITA,6.5881425e-07,tsunami
JAM,3.3241970000000004e-06,tsunami
JPN,0.00036024276349999997,tsunami
KEN,6.34225e-09,tsunami
LBR,8.191865000000001e-07,tsunami
LKA,1.2411839116666668e-05,tsunami
MAR,2.5204396666666667e-06,tsunami
MDG,7.1318045e-07,tsunami
MDV,1.4236003466666669e-05,tsunami
MEX,9.690591e-07,tsunami
MNE,6.493839386666666e-08,tsunami
MOZ,5.4102173333333335e-08,tsunami
MRT,5.736305533333334e-07,tsunami
MUS,2.8720333333333334e-08,tsunami
MYS,2.04208135e-05,tsunami
NAM,2.8535128333333335e-07,tsunami
NGA,6.477675000000001e-09,tsunami
NIC,9.932199516666667e-07,tsunami
PAK,6.203093666666667e-07,tsunami
PAN,8.818509973333334e-06,tsunami
PER,6.158572328333333e-05,tsunami
PHL,0.00023748666038333333,tsunami
PSE,1.4519528666666668e-06,tsunami
RUS,2.316438816666667e-06,tsunami
SEN,3.7816283333333335e-07,tsunami
SLE,4.4551588333333334e-08,tsunami
SLV,2.1027487500000002e-06,tsunami
SVN,6.631966666666667e-09,tsunami
SYC,2.0186600000000002e-08,tsunami
SYR,1.2567860333333333e-06,tsunami
THA,2.4311913166666666e-06,tsunami
TLS,8.756185040000001e-05,tsunami
TUN,9.846087683333332e-06,tsunami
TUR,5.163110466666667e-06,tsunami
TZA,9.128153333333335e-10,tsunami
URY,6.365133333333333e-09,tsunami
USA,1.3158687283333333e-05,tsunami
VEN,2.883325516666667e-06,tsunami
VNM,4.867766033333333e-06,tsunami
YEM,1.1248166666666669e-08,tsunami
ZAF,2.2462035e-07,tsunami
AUS,3.0824496666666665e-05,wind
BGD,0.0017195347966666667,wind
CAN,5.405524e-05,wind
CHN,6.492959666666666e-05,wind
COM,0.00026268162000000003,wind
DOM,0.008326730613333333,wind
FJI,0.010549923406666668,wind
FSM,0.005305824923333333,wind
HND,0.0006738916604,wind
HTI,0.01251230302,wind
IND,0.00027166992333333334,wind
JAM,0.010660938293333335,wind
JPN,0.0004965405866666667,wind
KHM,6.337e-07,wind
LAO,4.258589333333333e-05,wind
LKA,7.479670000000001e-06,wind
MDG,0.016408677793333337,wind
MEX,0.00039887790333333333,wind
MOZ,0.0028258683600000003,wind
MUS,0.0032514601533333337,wind
NIC,0.00020707799,wind
PAK,1.6651470000000003e-05,wind
PHL,0.029825945263333334,wind
THA,6.265192e-08,wind
USA,0.0012686458166666667,wind
VEN,2.756141e-05,wind
VNM,0.0002635488,wind
AFG,0.003065090796444565,drought
AGO,0.0015234706550836564,drought
ARE,0.0021843163669109343,drought
ARG,0.001701646069996059,drought
AUS,0.0004891816014423966,drought
AZE,9.90203395485878e-05,drought
BEN,0.0006844564341008663,drought
BFA,0.02085131797939539,drought
BGD,3.787966910749674e-05,drought
BGR,0.0007225357741117477,drought
BHR,0.013403860330581665,drought
BLR,4.0005547925829885e-05,drought
BLZ,2.5143662933260204e-05,drought
BOL,0.0038972176611423493,drought
BRA,0.0003653858955658506,drought
BTN,0.00023606868460774422,drought
BWA,0.0009461967367678881,drought
CAF,0.00014505848987028002,drought
CAN,0.002238425174728036,drought
CHL,0.0006361735631071496,drought
CHN,0.00036470133963121046,drought
CMR,0.0013471275568008422,drought
COD,0.004598004892468453,drought
COG,0.006041907146573067,drought
COL,9.539911872707307e-05,drought
CPV,0.018529027700424194,drought
CRI,5.909011699259281e-05,drought
CUB,0.0003371010720729828,drought
CYP,0.008537611365318299,drought
DJI,0.0073502793908119205,drought
DMA,0.011836432218551636,drought
DZA,0.0009079247899353505,drought
ECU,6.502152536995709e-06,drought
EGY,0.0003482410777360201,drought
ERI,0.0010917733237147333,drought
ESH,0.02572818785905838,drought
ESP,0.0006917868740856647,drought
EST,1.466282701585442e-06,drought
ETH,0.00020625074743293228,drought
FIN,0.0023354524187743663,drought
FLK,0.02079207882285118,drought
FRA,6.630871444940567e-05,drought
GBR,3.334214852657169e-05,drought
GHA,0.0015895477682352065,drought
GMB,3.629862563684583e-05,drought
GRC,0.0005096016824245453,drought
GRL,0.022027355432510377,drought
GTM,1.3988563732709736e-05,drought
GUY,8.054378442466259e-05,drought
HND,0.001527816727757454,drought
IDN,0.002233698219060898,drought
IND,0.000346473166719079,drought
IRN,0.002914577212650329,drought
IRQ,0.0005248573049902916,drought
ISR,0.0010207326151430607,drought
ITA,7.880880730226636e-05,drought
JAM,0.0002811001800000668,drought
JOR,0.0012225750647485256,drought
KAZ,0.000442298233974725,drought
KEN,0.0004961566254496574,drought
KGZ,8.915067766793072e-05,drought
KHM,1.2297013818169944e-05,drought
KOR,0.00010607870295643806,drought
LBN,3.621217561885715e-05,drought
LBY,0.0020176537707448008,drought
LSO,0.001745486236177385,drought
LTU,0.0011206208262592554,drought
LVA,0.0008616480231285095,drought
MAR,0.0003986326325684786,drought
MDG,0.00018601033254526554,drought
MEX,0.0004964308114722371,drought
MKD,0.00025339484680444,drought
MLI,0.0031870433688163755,drought
MMR,0.00020493774907663463,drought
MNG,0.02271599570522085,drought
MOZ,5.176459439098835e-05,drought
MRT,0.003065126830806548,drought
MWI,1.8064416944980622e-05,drought
MYS,0.002497747018933296,drought
NAM,0.0030152349034324286,drought
NER,0.0018372622132301329,drought
NGA,0.000816982239484787,drought
NIC,0.0016394537128508091,drought
NOR,4.852874189964496e-07,drought
NZL,1.0064862435683607e-05,drought
OMN,0.017878627181053163,drought
PAK,0.0015160528570413588,drought
PER,0.00784035018994473,drought
PHL,0.0009277571318671107,drought
PNG,0.00047870134003460404,drought
POL,0.000203537717461586,drought
PRK,0.0015450862795114517,drought
PRT,4.921816289424896e-05,drought
PRY,0.00040496304631233216,drought
PSE,3.86967440135777e-05,drought
QAT,0.0006227551214396953,drought
ROU,1.6177102224901318e-06,drought
RUS,0.0007055187481455505,drought
SAU,0.0019238667748868463,drought
SDN,0.002790743689984083,drought
SEN,0.0011671420559287071,drought
SLB,0.0021483580768108367,drought
SOM,0.002089207321405411,drought
SRB,0.00015756866079755127,drought
SSD,0.0021662173792719843,drought
SUR,0.00015309831127524376,drought
SWE,0.0016416418645530937,drought
SYR,0.0007634241972118616,drought
TCD,0.005280553773045539,drought
TGO,0.0032783356308937073,drought
THA,0.00018566292244940995,drought
TJK,0.0002218402198923286,drought
TKM,0.0018700129166245461,drought
TUN,0.0008904233202338219,drought
TUR,0.0003193267388269305,drought
TZA,0.00011831279516627548,drought
UGA,0.00018567077815532685,drought
UKR,5.1222764886915685e-05,drought
URY,0.0001383989889291115,drought
USA,0.002645837999880314,drought
UZB,0.00010837803245522083,drought
VEN,0.00018347825855016708,drought
VNM,0.00018660454079508782,drought
VUT,0.02834508240222931,drought
YEM,0.002217216528952122,drought
ZAF,0.00042134754272410646,drought
ZMB,0.000542859248816967,drought
ZWE,0.00013288137502968312,drought
ABW,0.0,floodglofris
AFG,0.035986684641044576,floodglofris
AGO,0.007438080735818422,floodglofris
ALB,0.02126238098799316,floodglofris
AND,0.07633157985845503,floodglofris
ARE,0.0016616548816658448,floodglofris
ARG,0.029273139635159293,floodglofris
ARM,0.0074145089905638005,floodglofris
ATG,0.0,floodglofris
AUS,0.017755514073316662,floodglofris
AUT,0.020299477374655435,floodglofris
AZE,0.015572776690870562,floodglofris
Akrotiri Sovereign Base Area,0.0,floodglofris
BDI,0.0037980047714123886,floodglofris
BEL,0.03626024803884063,floodglofris
BEN,0.014563564284728148,floodglofris
BFA,0.003919395443482721,floodglofris
BGD,0.07794210424710214,floodglofris
BGR,0.012749017156480484,floodglofris
BHR,0.0,floodglofris
BHS,0.0,floodglofris
BIH,0.04153311678792097,floodglofris
BLR,0.015246275961077723,floodglofris
BLZ,0.04543047624943117,floodglofris
BOL,0.02077705857813464,floodglofris
BRA,0.023005414065233216,floodglofris
BRB,0.0,floodglofris
BRN,0.008683431806443476,floodglofris
BTN,0.02420957879753442,floodglofris
BWA,0.010747665891036035,floodglofris
Baykonur Cosmodrome,0.0017358428210090145,floodglofris
CAF,0.017742123792896723,floodglofris
CAN,0.01573759253300316,floodglofris
CHE,0.026397375830155573,floodglofris
CHL,0.030715747232850314,floodglofris
CHN,0.04168987156290726,floodglofris
CIV,0.010774890568768026,floodglofris
CMR,0.014080198911377025,floodglofris
COD,0.013267834688173715,floodglofris
COG,0.015769424894150067,floodglofris
COL,0.012336141106452566,floodglofris
COM,0.0,floodglofris
CRI,0.0076475025497637055,floodglofris
CUB,0.003893840907725845,floodglofris
CYP,0.0,floodglofris
CZE,0.026788528052996755,floodglofris
Cura?ao,0.0,floodglofris
Cyprus No Mans Area,0.0,floodglofris
DEU,0.028968048453852153,floodglofris
DJI,0.0007485019476361646,floodglofris
DMA,0.0,floodglofris
DNK,0.0005881870739214795,floodglofris
DOM,0.015315554280978137,floodglofris
DZA,0.014444718860793019,floodglofris
Dhekelia Sovereign Base Area,0.0,floodglofris
ECU,0.02744266727008355,floodglofris
EGY,0.033333285234291486,floodglofris
ERI,0.004487936373945139,floodglofris
ESP,0.01674636538449459,floodglofris
EST,0.004571613475091402,floodglofris
ETH,0.005989212706268873,floodglofris
FIN,0.007105927558949819,floodglofris
FJI,0.03880451185248578,floodglofris
FRA,0.03139455336891095,floodglofris
Faeroe Islands,0.0,floodglofris
GAB,0.03522223992344781,floodglofris
GBR,0.009631987617547084,floodglofris
GEO,0.027890656858703344,floodglofris
GHA,0.01010734778204382,floodglofris
GIN,0.009356865516936,floodglofris
GMB,0.013095052848410029,floodglofris
GNB,0.006159879293406476,floodglofris
GNQ,0.007316281822513438,floodglofris
GRC,0.004975640061170698,floodglofris
GRD,0.0,floodglofris
GRL,0.0,floodglofris
GTM,0.01506373330469461,floodglofris
GUY,0.03724087797065352,floodglofris
HKG,0.0,floodglofris
HND,0.017982471607385534,floodglofris
HRV,0.03586576173233014,floodglofris
HTI,0.008872640059481645,floodglofris
HUN,0.030968050304583827,floodglofris
IDN,0.028911928202924028,floodglofris
IMN,0.0,floodglofris
IND,0.03029151714697592,floodglofris
IRL,0.010871191076294928,floodglofris
IRN,0.012706007545176597,floodglofris
IRQ,0.09437994140225406,floodglofris
ISL,0.0005546270567780573,floodglofris
ISR,0.004096877278765244,floodglofris
ITA,0.012678154937504042,floodglofris
JAM,0.0001734524945492565,floodglofris
JOR,0.0012499460089155443,floodglofris
JPN,0.025147347878903208,floodglofris
KAZ,0.021268052640181823,floodglofris
KEN,0.007630628751690483,floodglofris
KGZ,0.012875221073210418,floodglofris
KHM,0.045637879087672625,floodglofris
KNA,0.0,floodglofris
KOR,0.020924695640638702,floodglofris
KOS,0.0088971907420551,floodglofris
KWT,0.002370165468061795,floodglofris
"Korea, Dem. Rep.",0.02521891844243645,floodglofris
LAO,0.06836867028899227,floodglofris
LBN,0.0016677391609520205,floodglofris
LBR,0.025413496451946363,floodglofris
LBY,0.008526783374688452,floodglofris
LCA,0.0,floodglofris
LIE,0.03767042565283718,floodglofris
LKA,0.022963138667717046,floodglofris
LSO,0.009143528336152767,floodglofris
LTU,0.017239579426692613,floodglofris
LUX,0.01195467151139328,floodglofris
LVA,0.012096619152399445,floodglofris
MAC,0.0,floodglofris
MAR,0.02089440797801507,floodglofris
MCO,0.0,floodglofris
MDA,0.021233116862475754,floodglofris
MDG,0.016294358235619935,floodglofris
MEX,0.02534438098963079,floodglofris
MKD,0.030781599114037512,floodglofris
MLI,0.029119103835996012,floodglofris
MLT,0.0,floodglofris
MMR,0.032033019701044406,floodglofris
MNE,0.03501272502112063,floodglofris
MNG,0.005003623439213504,floodglofris
MOZ,0.019772716699751874,floodglofris
MRT,0.01936938010189383,floodglofris
MWI,0.008365390031682046,floodglofris
MYS,0.04285961573954439,floodglofris
NAM,0.015347609243011687,floodglofris
NCL,0.0,floodglofris
NER,0.009561647766658974,floodglofris
NGA,0.014741257247934597,floodglofris
NIC,0.009287663098898892,floodglofris
NLD,0.15083064685621664,floodglofris
NOR,0.019549235156997156,floodglofris
NPL,0.022246597117886534,floodglofris
NZL,0.015230738784579867,floodglofris
Northern Cyprus,0.0010764097811148574,floodglofris
OMN,0.0029542541362913006,floodglofris
PAK,0.02844625109129835,floodglofris
PAN,0.004781176494717404,floodglofris
PER,0.02723937512838879,floodglofris
PHL,0.016267632224938863,floodglofris
PNG,0.016043692503595126,floodglofris
POL,0.018667278544138063,floodglofris
PRI,0.0,floodglofris
PRT,0.006156584905750192,floodglofris
PRY,0.009477830810964816,floodglofris
Palestine,0.0009318679792810513,floodglofris
QAT,0.0,floodglofris
ROU,0.016476476588851513,floodglofris
RUS,0.019880876134370465,floodglofris
RWA,0.015989775653991116,floodglofris
SAU,0.0064637280946960385,floodglofris
SDN,0.0338009736033194,floodglofris
SEN,0.01021389297126553,floodglofris
SGP,0.0,floodglofris
SLB,0.0,floodglofris
SLE,0.018044762669620795,floodglofris
SLV,0.003792182960647917,floodglofris
SMR,0.0,floodglofris
SOM,0.06311919772412186,floodglofris
SRB,0.029072180575073218,floodglofris
SSD,0.0545502726739926,floodglofris
STP,0.0,floodglofris
SUR,0.1241143262414006,floodglofris
SVK,0.04406297228278537,floodglofris
SVN,0.045710964840873725,floodglofris
SWE,0.006533021613339478,floodglofris
SWZ,0.010069016837843739,floodglofris
SYR,0.01941459467390808,floodglofris
Siachen Glacier,0.008858038423720278,floodglofris
Somaliland,0.028526084341811492,floodglofris
TCA,0.0,floodglofris
TCD,0.028146678603840812,floodglofris
TGO,0.010212645966965915,floodglofris
THA,0.056767690508614986,floodglofris
TJK,0.015854332930527282,floodglofris
TKM,0.019464169166849385,floodglofris
TLS,0.003346014516329031,floodglofris
TTO,0.0,floodglofris
TUN,0.013892863523973793,floodglofris
TUR,0.010010179600903365,floodglofris
TWN,0.011637001907231374,floodglofris
TZA,0.008257108030982977,floodglofris
UGA,0.0013502842862497411,floodglofris
UKR,0.017073441486949344,floodglofris
URY,0.005637665814413307,floodglofris
US Naval Base Guantanamo Bay,0.0,floodglofris
USA,0.016402936350991975,floodglofris
UZB,0.01832159400457639,floodglofris
VCT,0.0,floodglofris
VEN,0.012687151250994353,floodglofris
VGB,0.0,floodglofris
VNM,0.08610416227759615,floodglofris
VUT,0.0,floodglofris
Virgin Islands (U.S.),0.0,floodglofris
YEM,0.00383229932306486,floodglofris
ZAF,0.006601071290709289,floodglofris
ZMB,0.0075571803787613445,floodglofris
ZWE,0.0048152638498138636,floodglofris
